GENE	COUNT	TYPE	LOG_COUNT	DIFF	LOG2	pvalue
KDM3B	2	RELAPSE	0.301029995664	1	1.0	1
TMC6	6	RELAPSE	0.778151250384	-3	-0.584962500721	0.571607644953332
TMC2	1	RELAPSE	0.0	0	0.0	1
TMC3	1	RELAPSE	0.0	0	0.0	1
PRKAR2B	1	RELAPSE	0.0	0	0.0	1
TMEM14B	2	RELAPSE	0.301029995664	0	0.0	1
TMEM14A	1	RELAPSE	0.0	0	0.0	1
IGKV3D-20	1	RELAPSE	0.0	0	0.0	1
MYT1L	20	RELAPSE	1.30102999566	-5	-0.321928094887	0.269294136719737
CLIC6	12	RELAPSE	1.07918124605	-2	-0.222392421336	0.423710797166793
CFHR3	1	RELAPSE	0.0	0	0.0	1
KRTAP2-3	7	RELAPSE	0.845098040014	-1	-0.192645077942	1
KRTAP2-2	14	RELAPSE	1.14612803568	9	1.48542682717	0.0975125381781096
KRTAP2-1	3	RELAPSE	0.47712125472	1	0.584962500721	1
KRTAP2-4	7	RELAPSE	0.845098040014	0	0.0	1
FOXL2	2	RELAPSE	0.301029995664	-2	-1.0	0.423710797166793
FOXL3	7	RELAPSE	0.845098040014	6	2.80735492206	0.0196561572501699
SOWAHA	3	RELAPSE	0.47712125472	0	0.0	1
SECISBP2L	1	RELAPSE	0.0	-1	-1.0	0.772829992684448
ZMAT4	1	RELAPSE	0.0	0	0.0	1
CTCFL	1	RELAPSE	0.0	0	0.0	1
ZAP70	1	RELAPSE	0.0	0	0.0	1
SYNDIG1	5	RELAPSE	0.698970004336	-1	-0.263034405834	0.765594483995764
OGFR	10	RELAPSE	1.0	3	0.51457317283	0.148914673178766
RAC1	1	RELAPSE	0.0	0	0.0	1
CPLX2	11	RELAPSE	1.04139268516	3	0.459431618637	0.374062797490883
CPLX3	8	RELAPSE	0.903089986992	-2	-0.321928094887	0.423710797166793
TUBB8P12	12	RELAPSE	1.07918124605	1	0.125530882084	0.772829992684448
VCX	13	RELAPSE	1.11394335231	-4	-0.387023123109	0.279485368251126
PRAMEF5	4	RELAPSE	0.602059991328	0	0.0	1
PRAMEF1	8	RELAPSE	0.903089986992	3	0.678071905113	0.371093369522698
TARP	8	RELAPSE	0.903089986992	2	0.415037499279	0.423710797166793
RRP7A	2	RELAPSE	0.301029995664	1	1.0	1
DLGAP2	1	RELAPSE	0.0	0	0.0	1
DLGAP3	4	RELAPSE	0.602059991328	2	1.0	0.58621368107314
DLGAP4	2	RELAPSE	0.301029995664	1	1.0	0.772829992684448
BRDT	2	RELAPSE	0.301029995664	-8	-2.32192809489	0.0147087694431172
HRH3	4	RELAPSE	0.602059991328	-3	-0.807354922058	0.233037982273905
CDX2	3	RELAPSE	0.47712125472	0	0.0	1
BRD9	14	RELAPSE	1.14612803568	9	1.48542682717	0.0544740351061956
BRD4	7	RELAPSE	0.845098040014	-1	-0.192645077942	0.776814004155482
BRD7	15	RELAPSE	1.17609125906	1	0.0995356735509	0.850106739138526
BRD2	1	RELAPSE	0.0	-1	-1.0	1
BRD3	4	RELAPSE	0.602059991328	-1	-0.321928094887	0.890230054943497
AKT1	8	RELAPSE	0.903089986992	6	2.0	0.0977148802374
PTPN11	1	RELAPSE	0.0	0	0.0	1
NKX2-8	12	RELAPSE	1.07918124605	4	0.584962500721	0.0718606382258516
PTPN14	10	RELAPSE	1.0	1	0.152003093445	0.765594483995764
MAGEL2	1	RELAPSE	0.0	-2	-1.58496250072	1
UTRN	7	RELAPSE	0.845098040014	4	1.22239242134	0.371093369522698
C16orf74	13	RELAPSE	1.11394335231	5	0.700439718141	0.119813814205544
SEH1L	14	RELAPSE	1.14612803568	4	0.48542682717	0.0718606382258516
LRFN4	10	RELAPSE	1.0	0	0.0	1
GAB2	3	RELAPSE	0.47712125472	-1	-0.415037499279	0.772829992684448
HABP4	2	RELAPSE	0.301029995664	-1	-0.584962500721	0.772829992684448
DMRTB1	14	RELAPSE	1.14612803568	-3	-0.280107919193	0.233037982273905
ZNF853	32	RELAPSE	1.50514997832	12	0.678071905113	0.278517023829578
ZNF850	30	RELAPSE	1.47712125472	18	1.32192809489	0.580712162189025
SRSF4	11	RELAPSE	1.04139268516	0	0.0	1
MZB1	7	RELAPSE	0.845098040014	-2	-0.362570079385	1
HLA-DQB1	2	RELAPSE	0.301029995664	0	0.0	1
HLA-DQB2	38	RELAPSE	1.57978359662	11	0.49304001128	0.140016503197169
CISD2	3	RELAPSE	0.47712125472	0	0.0	1
SUPT20H	3	RELAPSE	0.47712125472	0	0.0	1
TSHZ2	2	RELAPSE	0.301029995664	-3	-1.32192809489	0.374062797490883
TSHZ3	18	RELAPSE	1.2552725051	5	0.469485283301	0.300802742327762
TSHZ1	11	RELAPSE	1.04139268516	9	2.45943161864	0.58621368107314
FOXS1	3	RELAPSE	0.47712125472	-4	-1.22239242134	0.129430674437906
VILL	1	RELAPSE	0.0	0	0.0	1
CDK8	13	RELAPSE	1.11394335231	3	0.378511623254	0.29861767444881
ZNF587	9	RELAPSE	0.954242509439	1	0.169925001442	1
PSD	3	RELAPSE	0.47712125472	2	1.58496250072	1
CAMKK1	1	RELAPSE	0.0	0	0.0	1
OR8U1	57	RELAPSE	1.75587485567	52	3.51096191928	0.0126156672218046
ZNF765-ZNF761	8	RELAPSE	0.903089986992	7	3.0	0.422678074170635
BCR	11	RELAPSE	1.04139268516	1	0.13750352375	1
OR52N5	8	RELAPSE	0.903089986992	-4	-0.584962500721	0.374062797490883
HOXA13	12	RELAPSE	1.07918124605	1	0.125530882084	0.886689739356741
HOXA11	9	RELAPSE	0.954242509439	-4	-0.530514716699	0.279485368251126
HOXA10	3	RELAPSE	0.47712125472	-2	-0.736965594166	0.5774686624273
KRTAP19-1	2	RELAPSE	0.301029995664	0	0.0	1
FAM160B2	1	RELAPSE	0.0	0	0.0	1
ATAT1	7	RELAPSE	0.845098040014	-1	-0.192645077942	1
SRF	6	RELAPSE	0.778151250384	5	2.58496250072	0.167546277488617
NMU	8	RELAPSE	0.903089986992	-2	-0.321928094887	0.423710797166793
EIF2AK3	2	RELAPSE	0.301029995664	-1	-0.584962500721	0.772829992684448
TDG	14	RELAPSE	1.14612803568	11	2.22239242134	0.0325645369094349
EIF2AK4	5	RELAPSE	0.698970004336	-1	-0.263034405834	1
MYO16	6	RELAPSE	0.778151250384	4	1.58496250072	0.0718606382258516
TRNT1	1	RELAPSE	0.0	0	0.0	1
MYO10	1	RELAPSE	0.0	-3	-2.0	0.371093369522698
PLAUR	1	RELAPSE	0.0	-2	-1.58496250072	0.34577858615116
LOR	11	RELAPSE	1.04139268516	0	0.0	1
LRRC25	1	RELAPSE	0.0	0	0.0	1
LPCAT2	2	RELAPSE	0.301029995664	-20	-3.45943161864	0.0889730117018133
CCDC178	4	RELAPSE	0.602059991328	-6	-1.32192809489	0.0946707198455088
ALPP	10	RELAPSE	1.0	1	0.152003093445	1
RHPN2	13	RELAPSE	1.11394335231	-2	-0.206450877467	0.423710797166793
SRRM3	3	RELAPSE	0.47712125472	1	0.584962500721	1
SRRM2	16	RELAPSE	1.20411998266	3	0.299560281859	0.58621368107314
SRRM5	17	RELAPSE	1.23044892138	12	1.76553474636	0.416365677908165
CCDC177	1	RELAPSE	0.0	0	0.0	1
LNPEP	1	RELAPSE	0.0	0	0.0	1
ALPI	6	RELAPSE	0.778151250384	-2	-0.415037499279	0.423710797166793
PUF60	2	RELAPSE	0.301029995664	-6	-2.0	0.0946707198455088
ARHGAP23	6	RELAPSE	0.778151250384	-1	-0.222392421336	0.772829992684448
ARHGAP20	2	RELAPSE	0.301029995664	1	1.0	0.772829992684448
HHAT	1	RELAPSE	0.0	-1	-1.0	0.772829992684448
MICALCL	4	RELAPSE	0.602059991328	2	1.0	0.34577858615116
COL19A1	1	RELAPSE	0.0	-1	-1.0	1
ATG2B	1	RELAPSE	0.0	-1	-1.0	1
BMP6	11	RELAPSE	1.04139268516	-7	-0.710493382805	0.0707598148030574
GPR6	2	RELAPSE	0.301029995664	0	0.0	1
BMP1	1	RELAPSE	0.0	0	0.0	1
GOLGA8T	11	RELAPSE	1.04139268516	4	0.65207669658	0.34577858615116
GOLGA8S	12	RELAPSE	1.07918124605	11	3.58496250072	0.011539988490259
GOLGA8R	3	RELAPSE	0.47712125472	2	1.58496250072	0.34577858615116
GOLGA8O	7	RELAPSE	0.845098040014	1	0.222392421336	1
TERF1	7	RELAPSE	0.845098040014	1	0.222392421336	0.765594483995764
GOLGA8H	9	RELAPSE	0.954242509439	2	0.362570079385	0.34577858615116
GOLGA8K	24	RELAPSE	1.38021124171	4	0.263034405834	0.824140895741885
GOLGA8J	10	RELAPSE	1.0	9	3.32192809489	0.0310325195001449
GOLGA8G	2	RELAPSE	0.301029995664	-2	-1.0	0.34577858615116
CT45A1	2	RELAPSE	0.301029995664	1	1.0	1
CHD1	1	RELAPSE	0.0	-1	-1.0	0.772829992684448
CHD3	10	RELAPSE	1.0	-3	-0.378511623254	0.516002935443586
CHD2	10	RELAPSE	1.0	1	0.152003093445	0.824140895741885
CHD5	9	RELAPSE	0.954242509439	1	0.169925001442	0.782527924740067
CHD4	27	RELAPSE	1.43136376416	14	1.05444778402	0.091417643488
CHD7	9	RELAPSE	0.954242509439	4	0.847996906555	0.203091787577168
CHD6	5	RELAPSE	0.698970004336	2	0.736965594166	0.58621368107314
CHD9	6	RELAPSE	0.778151250384	-2	-0.415037499279	0.571607644953332
CHD8	1	RELAPSE	0.0	-6	-2.80735492206	0.0196561572501699
IGHV1-2	33	RELAPSE	1.51851393988	-1	-0.0430687218919	0.772829992684448
TTC6	2	RELAPSE	0.301029995664	0	0.0	1
IL4R	9	RELAPSE	0.954242509439	4	0.847996906555	0.129430674437906
BHLHA15	8	RELAPSE	0.903089986992	1	0.192645077942	0.765594483995764
TTC8	3	RELAPSE	0.47712125472	2	1.58496250072	0.34577858615116
DAG1	2	RELAPSE	0.301029995664	-1	-0.584962500721	1
PRDM16	1	RELAPSE	0.0	0	0.0	1
ABCG2	5	RELAPSE	0.698970004336	-5	-1.0	0.119813814205544
PRDM15	7	RELAPSE	0.845098040014	2	0.48542682717	0.587746352368953
PRDM13	6	RELAPSE	0.778151250384	0	0.0	1
PRDM10	7	RELAPSE	0.845098040014	6	2.80735492206	0.0477148802373512
HNF4A	10	RELAPSE	1.0	0	0.0	1
MCPH1	2	RELAPSE	0.301029995664	1	1.0	0.772829992684448
OR1S2	14	RELAPSE	1.14612803568	5	0.637429920615	0.173568166555922
GRASP	2	RELAPSE	0.301029995664	1	1.0	1
KRTAP5-10	7	RELAPSE	0.845098040014	0	0.0	1
PDILT	10	RELAPSE	1.0	1	0.152003093445	0.765594483995764
ZFP36L2	10	RELAPSE	1.0	7	1.73696559417	0.167546277488617
GGA3	2	RELAPSE	0.301029995664	1	1.0	1
FHOD3	10	RELAPSE	1.0	-2	-0.263034405834	0.423710797166793
PKD2	9	RELAPSE	0.954242509439	5	1.16992500144	0.173568166555922
PKD1	7	RELAPSE	0.845098040014	1	0.222392421336	0.824140895741885
STAMBPL1	1	RELAPSE	0.0	-1	-1.0	1
ZNF135	1	RELAPSE	0.0	0	0.0	1
FAM155B	6	RELAPSE	0.778151250384	3	1.0	0.407625947702781
MLH1	2	RELAPSE	0.301029995664	-7	-2.16992500144	0.119813814205544
FAM155A	17	RELAPSE	1.23044892138	-9	-0.612976876891	0.046113498652135
NACC2	6	RELAPSE	0.778151250384	5	2.58496250072	0.0889730117018133
SCAF11	1	RELAPSE	0.0	-1	-1.0	0.772829992684448
FOXN1	1	RELAPSE	0.0	0	0.0	1
GRIN2C	3	RELAPSE	0.47712125472	2	1.58496250072	1
GNA14	1	RELAPSE	0.0	-1	-1.0	1
GRIN2A	20	RELAPSE	1.30102999566	-26	-1.20163386117	0.40038080315208
GRIN2D	11	RELAPSE	1.04139268516	6	1.13750352375	0.188312689488917
SH2B3	12	RELAPSE	1.07918124605	11	3.58496250072	0.169564145190563
TAP1	2	RELAPSE	0.301029995664	1	1.0	1
IFFO2	7	RELAPSE	0.845098040014	4	1.22239242134	0.0718606382258516
FRRS1L	1	RELAPSE	0.0	0	0.0	1
CDC73	8	RELAPSE	0.903089986992	6	2.0	0.169564145190563
TAS2R19	37	RELAPSE	1.56820172407	15	0.750021746992	0.150055695297694
AKAP6	1	RELAPSE	0.0	0	0.0	1
GTF2F1	9	RELAPSE	0.954242509439	-3	-0.415037499279	0.29861767444881
AKAP9	7	RELAPSE	0.845098040014	-1	-0.192645077942	0.850106739138526
CCDC117	3	RELAPSE	0.47712125472	1	0.584962500721	0.850106739138526
RRP1B	6	RELAPSE	0.778151250384	2	0.584962500721	0.423710797166793
NOVA2	7	RELAPSE	0.845098040014	1	0.222392421336	0.776814004155482
NOVA1	6	RELAPSE	0.778151250384	0	0.0	1
HSP90B1	3	RELAPSE	0.47712125472	-3	-1.0	0.233037982273905
TMEM132E	9	RELAPSE	0.954242509439	6	1.58496250072	0.279485368251126
TMEM132A	3	RELAPSE	0.47712125472	0	0.0	1
PEG10	13	RELAPSE	1.11394335231	1	0.11547721742	0.765594483995764
PCLO	17	RELAPSE	1.23044892138	-2	-0.160464672193	0.749805072730034
H3F3A	2	RELAPSE	0.301029995664	1	1.0	1
DIO3	1	RELAPSE	0.0	-1	-1.0	1
PHRF1	2	RELAPSE	0.301029995664	0	0.0	1
CUX1	17	RELAPSE	1.23044892138	9	1.08746284125	0.105772207850753
CUX2	11	RELAPSE	1.04139268516	10	3.45943161864	0.0305448499764752
FSIP2	3	RELAPSE	0.47712125472	0	0.0	1
CAMSAP1	11	RELAPSE	1.04139268516	-1	-0.125530882084	0.850106739138526
DNAJC1	8	RELAPSE	0.903089986992	-2	-0.321928094887	0.587746352368953
RRP12	10	RELAPSE	1.0	4	0.736965594166	0.265205392591508
DEAF1	15	RELAPSE	1.17609125906	-4	-0.341036917835	0.240170684610695
ZNF836	1	RELAPSE	0.0	0	0.0	1
ATOH1	10	RELAPSE	1.0	3	0.51457317283	0.29861767444881
RNF152	1	RELAPSE	0.0	0	0.0	1
LIMD1	7	RELAPSE	0.845098040014	6	2.80735492206	0.0196561572501699
RNF157	1	RELAPSE	0.0	0	0.0	1
MECP2	1	RELAPSE	0.0	-3	-2.0	0.344704222006958
ZNF578	6	RELAPSE	0.778151250384	0	0.0	1
TSPY2	2	RELAPSE	0.301029995664	0	0.0	1
RBMXL1	33	RELAPSE	1.51851393988	14	0.796466605915	0.158852937890953
TPCN1	7	RELAPSE	0.845098040014	-4	-0.65207669658	0.173568166555922
SPAG16	1	RELAPSE	0.0	0	0.0	1
ERC1	1	RELAPSE	0.0	0	0.0	1
CCDC144A	8	RELAPSE	0.903089986992	1	0.192645077942	0.850106739138526
CDK19	1	RELAPSE	0.0	0	0.0	1
GFI1B	1	RELAPSE	0.0	0	0.0	1
CDK12	11	RELAPSE	1.04139268516	6	1.13750352375	0.0977148802374
CDK13	7	RELAPSE	0.845098040014	-2	-0.362570079385	0.58868813395189
CDK16	1	RELAPSE	0.0	-1	-1.0	1
GZF1	14	RELAPSE	1.14612803568	8	1.22239242134	0.105772207850753
AASDH	5	RELAPSE	0.698970004336	0	0.0	1
ZNF304	1	RELAPSE	0.0	0	0.0	1
MMP28	1	RELAPSE	0.0	0	0.0	1
MMP24	16	RELAPSE	1.20411998266	3	0.299560281859	0.683091398309609
MMP21	1	RELAPSE	0.0	-2	-1.58496250072	0.34577858615116
HOXB13	2	RELAPSE	0.301029995664	1	1.0	1
HVCN1	7	RELAPSE	0.845098040014	-1	-0.192645077942	0.765594483995764
NCL	6	RELAPSE	0.778151250384	3	1.0	0.29861767444881
KIAA1549	11	RELAPSE	1.04139268516	2	0.289506617195	0.587746352368953
B3GNT3	5	RELAPSE	0.698970004336	2	0.736965594166	1
FNDC7	5	RELAPSE	0.698970004336	-33	-2.92599941856	0.0430857273892963
ADRA2A	1	RELAPSE	0.0	-1	-1.0	1
ADRA2B	10	RELAPSE	1.0	9	3.32192809489	0.0176622437234466
BIK	5	RELAPSE	0.698970004336	-2	-0.48542682717	0.423710797166793
DAAM1	3	RELAPSE	0.47712125472	1	0.584962500721	0.772829992684448
DAAM2	4	RELAPSE	0.602059991328	3	2.0	0.148914673178766
HLA-DRB1	80	RELAPSE	1.90308998699	15	0.299560281859	0.573042749287526
HLA-DRB5	53	RELAPSE	1.7242758696	44	2.55799545312	0.0173193825611195
CCDC153	1	RELAPSE	0.0	0	0.0	1
CCDC150	1	RELAPSE	0.0	-1	-1.0	0.772829992684448
CCDC155	11	RELAPSE	1.04139268516	3	0.459431618637	0.148914673178766
CCDC159	1	RELAPSE	0.0	0	0.0	1
SYT8	6	RELAPSE	0.778151250384	2	0.584962500721	0.58621368107314
MUTYH	1	RELAPSE	0.0	0	0.0	1
MTCH2	15	RELAPSE	1.17609125906	5	0.584962500721	0.789268026134281
FN1	4	RELAPSE	0.602059991328	-2	-0.584962500721	0.607811258601815
SYT2	4	RELAPSE	0.602059991328	-3	-0.807354922058	0.148914673178766
DZIP1	1	RELAPSE	0.0	-2	-1.58496250072	0.423710797166793
SYT7	1	RELAPSE	0.0	0	0.0	1
CAVIN4	1	RELAPSE	0.0	0	0.0	1
IGKV1-17	1	RELAPSE	0.0	0	0.0	1
FAM189A2	1	RELAPSE	0.0	0	0.0	1
PALM3	3	RELAPSE	0.47712125472	-1	-0.415037499279	0.772829992684448
KRT76	7	RELAPSE	0.845098040014	6	2.80735492206	0.0410769029064881
ATM	14	RELAPSE	1.14612803568	1	0.106915203917	0.929976062570833
ATR	15	RELAPSE	1.17609125906	-6	-0.48542682717	0.21860373720806
ACOXL	1	RELAPSE	0.0	0	0.0	1
BRIP1	8	RELAPSE	0.903089986992	3	0.678071905113	0.414216178242525
IGHA2	23	RELAPSE	1.36172783602	3	0.20163386117	1
TTC28	15	RELAPSE	1.17609125906	6	0.736965594166	0.78353049777411
ENO4	8	RELAPSE	0.903089986992	0	0.0	1
SYCP2	4	RELAPSE	0.602059991328	3	2.0	0.371093369522698
TAOK2	24	RELAPSE	1.38021124171	0	0.0	1
SYCP1	10	RELAPSE	1.0	-2	-0.263034405834	0.571607644953332
LLGL1	1	RELAPSE	0.0	0	0.0	1
OBSCN	25	RELAPSE	1.39794000867	8	0.556393348524	0.124114827611017
MCL1	4	RELAPSE	0.602059991328	-1	-0.321928094887	0.765594483995764
SORBS3	1	RELAPSE	0.0	-2	-1.58496250072	0.34577858615116
GAL3ST2	9	RELAPSE	0.954242509439	-4	-0.530514716699	0.34577858615116
GAL3ST4	1	RELAPSE	0.0	0	0.0	1
ATG16L2	8	RELAPSE	0.903089986992	5	1.41503749928	0.280887525319571
EOMES	3	RELAPSE	0.47712125472	-5	-1.41503749928	0.0368884257070499
C3orf30	1	RELAPSE	0.0	0	0.0	1
C4orf54	1	RELAPSE	0.0	0	0.0	1
MATN1	2	RELAPSE	0.301029995664	1	1.0	0.772829992684448
ENDOG	5	RELAPSE	0.698970004336	-3	-0.678071905113	0.233037982273905
CES1	14	RELAPSE	1.14612803568	5	0.637429920615	1
FFAR2	3	RELAPSE	0.47712125472	-1	-0.415037499279	0.772829992684448
BDH1	2	RELAPSE	0.301029995664	1	1.0	1
DDX27	9	RELAPSE	0.954242509439	3	0.584962500721	0.344704222006958
DDX24	15	RELAPSE	1.17609125906	-1	-0.0931094043915	0.860490422955801
ZNF91	45	RELAPSE	1.65321251378	7	0.243925582886	0.599174265940189
ZNF92	6	RELAPSE	0.778151250384	1	0.263034405834	1
SAC3D1	1	RELAPSE	0.0	0	0.0	1
FKBP15	5	RELAPSE	0.698970004336	0	0.0	1
TASOR2	29	RELAPSE	1.4623979979	-24	-0.869939459436	0.203374023159807
RAET1G	1	RELAPSE	0.0	0	0.0	1
FKBP11	6	RELAPSE	0.778151250384	-2	-0.415037499279	0.484018354704782
FBXO11	13	RELAPSE	1.11394335231	1	0.11547721742	1
PRB3	9	RELAPSE	0.954242509439	7	2.16992500144	0.15209263248158
CNGB1	1	RELAPSE	0.0	-2	-1.58496250072	1
FAM153B	6	RELAPSE	0.778151250384	0	0.0	1
RNPEPL1	6	RELAPSE	0.778151250384	2	0.584962500721	0.423710797166793
KIAA2012	6	RELAPSE	0.778151250384	-4	-0.736965594166	0.240170684610695
KRTAP1-1	14	RELAPSE	1.14612803568	-1	-0.0995356735509	1
KRTAP1-3	8	RELAPSE	0.903089986992	-2	-0.321928094887	0.423710797166793
ERBB4	1	RELAPSE	0.0	-1	-1.0	1
NACAD	20	RELAPSE	1.30102999566	-3	-0.20163386117	0.587746352368953
FOXH1	1	RELAPSE	0.0	0	0.0	1
IGKV1-8	2	RELAPSE	0.301029995664	0	0.0	1
SPEN	21	RELAPSE	1.32221929473	-3	-0.192645077942	0.490314319669069
SPEG	2	RELAPSE	0.301029995664	0	0.0	1
DAXX	18	RELAPSE	1.2552725051	4	0.362570079385	0.390228541391913
AHNAK	63	RELAPSE	1.79934054945	-4	-0.0888092669579	0.725315148237577
MAP1A	6	RELAPSE	0.778151250384	5	2.58496250072	1
IGSF9B	1	RELAPSE	0.0	0	0.0	1
VGF	2	RELAPSE	0.301029995664	-1	-0.584962500721	1
UNC5A	5	RELAPSE	0.698970004336	2	0.736965594166	0.484018354704782
MAP1S	3	RELAPSE	0.47712125472	2	1.58496250072	0.34577858615116
GNAQ	1	RELAPSE	0.0	-2	-1.58496250072	0.58621368107314
AGFG2	5	RELAPSE	0.698970004336	0	0.0	1
KRT2	2	RELAPSE	0.301029995664	0	0.0	1
KRT1	25	RELAPSE	1.39794000867	5	0.321928094887	0.433081481264071
FST	1	RELAPSE	0.0	-2	-1.58496250072	0.34577858615116
KRT5	4	RELAPSE	0.602059991328	1	0.415037499279	1
CLEC18A	7	RELAPSE	0.845098040014	-1	-0.192645077942	1
CLEC18C	8	RELAPSE	0.903089986992	0	0.0	1
CLEC18B	17	RELAPSE	1.23044892138	-1	-0.082462160192	0.772829992684448
